cbb_code,size,cbb_name,category,sub_type,status,version,specification,unit,price,supplier,image_front_url,image_back_url,usage_count,created_at,updated_at
02.02.05,,新欧标细羊纹黑色,FABRIC,皮革,ACTIVE,1,黑色,米,21.0,博凯,./data/images/module_images/BK/02.02.05_front.png,,,,
02.02.06,,新欧标细羊纹白色,FABRIC,皮革,ACTIVE,1,白色,米,21.0,博凯,./data/images/module_images/BK/02.02.06_front.png,,,,
02.03.01,,粘扣布贴涤纶莱卡黑色,FABRIC,tpu贴合类复合面料,ACTIVE,1,黑色,米,42.0,博凯,./data/images/module_images/BK/02.03.01_front.png,,,,
02.03.02,,粘扣布贴涤纶莱卡灰色,FABRIC,tpu贴合类复合面料,ACTIVE,1,灰色,米,42.0,博凯,./data/images/module_images/BK/02.03.02_front.png,,,,
02.03.03,,涤氨莱卡+15sTPU+莱卡黑色,FABRIC,tpu贴合类复合面料,ACTIVE,1,黑色,米,29.0,博凯,./data/images/module_images/BK/02.03.03_front.png,,,,
02.03.04,,涤氨莱卡+15sTPU+莱卡肤色,FABRIC,tpu贴合类复合面料,ACTIVE,1,肤色,米,31.0,博凯,./data/images/module_images/BK/02.03.04_front.png,,,,
02.03.05,,纳米网眼152cm180gsm，黑色对贴,FABRIC,tpu贴合类复合面料,ACTIVE,1,黑色,米,37.0,博凯,./data/images/module_images/BK/02.03.05_front.png,,,,
02.03.06,,纳米网眼152cm180gsm，肤色对贴,FABRIC,tpu贴合类复合面料,ACTIVE,1,肤色,米,38.0,博凯,./data/images/module_images/BK/02.03.06_front.png,,,,
02.03.07,,49#灰色N裸感布+10A浅灰色粘扣布,FABRIC,tpu贴合类复合面料,ACTIVE,1,灰色,米,46.0,博凯,./data/images/module_images/BK/02.03.07_front.png,,,,
02.03.08,,锦氨小蝶网+高回弹TPU+超细OK黑色,FABRIC,tpu贴合类复合面料,ACTIVE,1,黑色,米,86.0,博凯,./data/images/module_images/BK/02.03.08_front.png,,,,
02.03.09,,锦氨小蝶网+高回弹TPU+超细OK灰色,FABRIC,tpu贴合类复合面料,ACTIVE,1,灰色,米,86.0,博凯,./data/images/module_images/BK/02.03.09_front.png,,,,
02.03.10,,锦氨莱卡+15sTPU+莱卡灰色,FABRIC,tpu贴合类复合面料,ACTIVE,1,灰色,米,30.0,博凯,./data/images/module_images/BK/02.03.10_front.jpg,,,,
02.03.12,,纳米网眼灰色180gsm对贴,FABRIC,tpu贴合类复合面料,ACTIVE,1,灰色,米,45.0,博凯,,,,,
02.03.13,,山波条纹布+15stpu+纳米网眼浅灰色,FABRIC,tpu贴合类复合面料,ACTIVE,1,灰色,,1.0,博凯,./data/images/module_images/BK/02.03.13_front.jpg,,,,
02.03.14,,莱卡黑色+15sTPU+ok布黑色,FABRIC,tpu贴合类复合面料,ACTIVE,1,黑色,米,37.0,博凯,./data/images/module_images/BK/02.03.14_front.jpg,,,,
02.03.15,,莱卡灰色+15sTPU+ok布灰色,FABRIC,tpu贴合类复合面料,ACTIVE,1,灰色,米,37.0,博凯,./data/images/module_images/BK/02.03.15_front.jpg,,,,
02.04.01,,灰色锦双面莱卡贴1.5mmSBR贴仿N布,FABRIC,SBR复合面料类,ACTIVE,1,黑色,米,49.0,博凯,./data/images/module_images/BK/02.04.01_front.png,,,,
02.04.02,,仿ok+2mmSBR+T布+热熔胶膜+打孔黑色,FABRIC,SBR复合面料类,ACTIVE,1,灰色,米,45.0,博凯,./data/images/module_images/BK/02.04.02_front.png,,,,
02.04.03,,牛奶丝+2MMSBR+牛奶丝 黑色 打孔,FABRIC,SBR复合面料类,ACTIVE,1,黑色,米,49.0,博凯,./data/images/module_images/BK/02.04.03_front.png,,,,
02.04.04,,牛奶丝+2MMSBR+牛奶丝 灰色 打孔,FABRIC,SBR复合面料类,ACTIVE,1,灰色,米,49.0,博凯,./data/images/module_images/BK/02.04.04_front.png,,,,
02.04.05,,灰仿Ok布+2MM黑SBR+灰N布冲孔,FABRIC,SBR复合面料类,ACTIVE,1,灰色,米,49.0,博凯,./data/images/module_images/BK/02.04.05_front.jpg,,,,
02.04.06,,2.5mmSBR黑色,FABRIC,SBR复合面料类,ACTIVE,1,黑色,米,10.0,博凯,./data/images/module_images/BK/02.04.06_front.jpg,,,,
02.05.01,,粘扣布背热熔胶黑色,FABRIC,热熔胶膜类复合布,ACTIVE,1,黑色,米,35.0,博凯,./data/images/module_images/BK/02.05.01_front.png,,,,
02.05.02,,粘扣布背热熔胶肤色,FABRIC,热熔胶膜类复合布,ACTIVE,1,肤色,米,35.0,博凯,./data/images/module_images/BK/02.05.02_front.png,,,,
02.05.03,,粘扣布背热熔胶黑色冲孔,FABRIC,热熔胶膜类复合布,ACTIVE,1,黑色,米,39.0,博凯,./data/images/module_images/BK/02.05.03_front.png,,,,
02.05.04,,粘扣布背热熔胶黑色冲孔,FABRIC,热熔胶膜类复合布,ACTIVE,1,黑色,米,39.0,博凯,./data/images/module_images/BK/02.05.04_front.png,,,,
02.05.05,,锦双面莱卡布灰色贴15s热熔胶膜,FABRIC,热熔胶膜类复合布,ACTIVE,1,灰色,米,41.0,博凯,./data/images/module_images/BK/02.05.05_front.png,,,,
02.05.06,,49#灰色N裸感布贴10s热熔胶膜,FABRIC,热熔胶膜类复合布,ACTIVE,1,灰色,米,40.0,博凯,./data/images/module_images/BK/02.05.06_front.png,,,,
02.05.07,,牛奶丝拉毛黑色贴10s热融胶膜,FABRIC,热熔胶膜类复合布,ACTIVE,1,黑色,米,46.0,博凯,./data/images/module_images/BK/02.05.07_front.png,,,,
02.05.08,,粘扣布背热熔胶肤色H25,FABRIC,热熔胶膜类复合布,ACTIVE,1,,米,35.0,博凯,./data/images/module_images/BK/02.05.08_front.jpg,,,,
02.05.09,,粘扣布背热熔胶灰色H50,FABRIC,热熔胶膜类复合布,ACTIVE,1,,米,35.0,博凯,./data/images/module_images/BK/02.05.09_front.jpg,,,,
02.05.10,,320克蝶网黑色背热熔胶膜,FABRIC,热熔胶膜类复合布,ACTIVE,1,,米,56.0,博凯,./data/images/module_images/BK/02.05.10_front.jpg,,,,
02.05.11,,320克蝶网肤色背热熔胶膜,FABRIC,热熔胶膜类复合布,ACTIVE,1,,米,57.0,博凯,./data/images/module_images/BK/02.05.11_front.jpg,,,,
02.05.12,,N裸感布黑色对贴背热熔胶膜,FABRIC,热熔胶膜类复合布,ACTIVE,1,,米,71.0,博凯,./data/images/module_images/BK/02.05.12_front.jpg,,,,
02.05.13,,粘扣布背热熔胶浅灰色H2,FABRIC,热熔胶膜类复合布,ACTIVE,1,,米,35.0,博凯,,,,,
02.05.14,,山波条纹布浅灰色背热熔胶膜,FABRIC,热熔胶膜类复合布,ACTIVE,1,,,1.0,博凯,,,,,
02.05.15,,莱卡+15sTPU+莱卡黑色+20s热熔胶膜,FABRIC,热熔胶膜类复合布,ACTIVE,1,,米,52.0,博凯,./data/images/module_images/BK/02.05.15_front.jpg,,,,
02.05.16,,ok布黑色背热熔胶膜,FABRIC,热熔胶膜类复合布,ACTIVE,1,,米,40.0,博凯,./data/images/module_images/BK/02.05.16_front.jpg,,,,
02.05.17,,ok布灰色背热熔胶膜,FABRIC,热熔胶膜类复合布,ACTIVE,1,,米,40.0,博凯,./data/images/module_images/BK/02.05.17_front.jpg,,,,
02.05.18,,莱卡+15sTPU+莱卡灰色+20s热熔胶膜,FABRIC,热熔胶膜类复合布,ACTIVE,1,,米,52.0,博凯,./data/images/module_images/BK/02.05.18_front.jpg,,,,
02.06.01,,200克涤氨四面弹黑色,FABRIC,四面弹类布,ACTIVE,1,黑色,米,8.0,博凯,./data/images/module_images/BK/02.06.01_front.png,,,,
02.06.02,,200克涤氨四面弹灰色,FABRIC,四面弹类布,ACTIVE,1,灰色,米,9.0,博凯,./data/images/module_images/BK/02.06.02_front.png,,,,
02.06.03,,冰感小雨点165cm 160克蓝色,FABRIC,四面弹类布,ACTIVE,1,蓝色,米,11.0,博凯,./data/images/module_images/BK/02.06.03_front.png,,,,
02.06.04,,160克鲨鱼皮白色,FABRIC,四面弹类布,ACTIVE,1,白色,米,18.0,博凯,./data/images/module_images/BK/02.06.04_front.png,,,,
02.06.05,,牛奶丝拉架170克白色,FABRIC,四面弹类布,ACTIVE,1,白色,米,5.0,博凯,,,,,
02.06.06,,8112#网眼布34#黑色160克160cm,FABRIC,四面弹类布,ACTIVE,1,黑色,米,24.0,博凯,,,,,
02.06.07,,8112#网眼布26#蓝灰色,FABRIC,四面弹类布,ACTIVE,1,蓝灰色,米,24.0,博凯,,,,,
02.06.08,,320克蝶网黑色,FABRIC,四面弹类布,ACTIVE,1,黑色,米,42.0,博凯,,,,,
02.06.09,,320克蝶网肤色,FABRIC,四面弹类布,ACTIVE,1,肤色,米,42.0,博凯,,,,,
02.06.10,,裸感高弹黑色30/40 70N30SP 210克,FABRIC,四面弹类布,ACTIVE,1,黑色,米,22.0,博凯,,,,,
02.06.11,,裸感高弹灰色30/40 70N30SP 210克,FABRIC,四面弹类布,ACTIVE,1,灰色,米,22.0,博凯,./data/images/module_images/BK/02.06.11_front.png,,,,
02.06.12,,310gsm梵美高弹黑色,FABRIC,四面弹类布,ACTIVE,1,黑色,米,32.0,博凯,./data/images/module_images/BK/02.06.12_front.jpg,,,,
02.06.13,,310gsm梵美高弹灰色,FABRIC,四面弹类布,ACTIVE,1,灰色,米,42.0,博凯,./data/images/module_images/BK/02.06.13_front.jpg,,,,
02.06.16,,山波条纹布浅灰色,FABRIC,四面弹类布,ACTIVE,1,灰色,,1.0,博凯,./data/images/module_images/BK/02.06.16_front.jpg,,,,
02.07.01,,加硬粘扣布黑色,FABRIC,粘扣布,ACTIVE,1,黑色,米,20.0,博凯,./data/images/module_images/BK/02.07.01_front.png,,,,
02.07.02,,加硬粘扣布灰色,FABRIC,粘扣布,ACTIVE,1,灰色,米,20.0,博凯,./data/images/module_images/BK/02.07.02_front.png,,,,
02.07.03,,布粘布粗面白色,FABRIC,粘扣布,ACTIVE,1,白色,米,17.0,博凯,./data/images/module_images/BK/02.07.03_front.png,,,,
02.07.04,,布粘布细面白色,FABRIC,粘扣布,ACTIVE,1,白色,米,17.0,博凯,./data/images/module_images/BK/02.07.04_front.png,,,,
02.07.05,,粘扣布漂白色+15Spvc,FABRIC,粘扣布,ACTIVE,1,白色,米,31.0,博凯,./data/images/module_images/BK/02.07.05_front.png,,,,
02.08.01,,49#灰色N裸感布+1mm黑色PU棉+0.1mmtpu膜,FABRIC,泡棉贴合类复合面料,ACTIVE,1,灰+黑,米,72.0,博凯,./data/images/module_images/BK/02.08.01_front.png,,,,
02.08.02,,仿ok+T70泡棉+牛奶丝磨毛黑色,FABRIC,泡棉贴合类复合面料,ACTIVE,1,黑色,米,75.0,博凯,./data/images/module_images/BK/02.08.02_front.png,,,,
02.09.01,,奥粒绒对贴蓝灰色,FABRIC,胶水类贴合类复合面料,ACTIVE,1,蓝灰色,米,30.0,博凯,./data/images/module_images/BK/02.09.01_front.png,,,,
02.09.02,,奥粒绒对贴米白色,FABRIC,胶水类贴合类复合面料,ACTIVE,1,白色,米,30.0,博凯,./data/images/module_images/BK/02.09.02_front.png,,,,
02.09.03,,N裸感布黑色对贴,FABRIC,胶水类贴合类复合面料,ACTIVE,1,黑色,米,48.0,博凯,./data/images/module_images/BK/02.09.03_front.png,,,,
02.10.01,,涤氨四面弹网布漂白色260克,FABRIC,四面弹网布,ACTIVE,1,白色,米,18.0,博凯,./data/images/module_images/BK/02.10.01_front.png,,,,
02.11.01,,树脂网布漂白色,FABRIC,无弹力网布,ACTIVE,1,白色,米,12.0,博凯,./data/images/module_images/BK/02.11.01_front.png,,,,
02.12.01,,TC梭织布白色,FABRIC,梭织布,ACTIVE,1,白色,米,9.0,博凯,./data/images/module_images/BK/02.12.01_front.png,,,,
03.19.02,16.1*40mm,富士山丝印黑色,VELCRO,魔术贴整体,ACTIVE,1,,套,0.7,博凯,./data/images/module_images/BK/03.19.02_front.png,./data/images/module_images/BK/03.19.02_reverse.png,,,
03.19.03,16.1*40mm,富士山丝印灰色,VELCRO,魔术贴整体,ACTIVE,1,,套,0.7,博凯,./data/images/module_images/BK/03.19.03_front.png,./data/images/module_images/BK/03.19.03_reverse.png,,,
03.19.04,75*40mm,seruna丝印黑色,VELCRO,魔术贴整体,ACTIVE,1,,套,1.0,博凯,./data/images/module_images/BK/03.19.04_front.png,./data/images/module_images/BK/03.19.04_reverse.png,,,
03.19.05,75*40mm,seruna丝印灰色,VELCRO,魔术贴整体,ACTIVE,1,,套,1.0,博凯,./data/images/module_images/BK/03.19.05_front.png,./data/images/module_images/BK/03.19.05_reverse.png,,,
03.19.06,20.745*16.5mm,二级防护丝印黑色,VELCRO,魔术贴整体,ACTIVE,1,,套,0.8,博凯,./data/images/module_images/BK/03.19.06_front.png,./data/images/module_images/BK/03.19.06_reverse.png,,,
03.19.07,20.745*16.5mm,二级防护丝印蓝灰色,VELCRO,魔术贴整体,ACTIVE,1,,套,0.8,博凯,./data/images/module_images/BK/03.19.07_front.png,./data/images/module_images/BK/03.19.07_reverse.png,,,
03.19.08,30*23mm,seruna+富士山丝印灰色,VELCRO,魔术贴整体,ACTIVE,1,,套,0.7,博凯,./data/images/module_images/BK/03.19.08_front.png,./data/images/module_images/BK/03.19.08_reverse.png,,,
03.19.09,50mm*40mm,TMT reco 丝印黑色,VELCRO,魔术贴整体,ACTIVE,1,黑色,套,0.8,博凯,./data/images/module_images/BK/03.19.09_front.png,./data/images/module_images/BK/03.19.09_reverse.png,,,
03.05.01,110mm,2#射出勾黑色,VELCRO,射出勾魔术贴（刺面）,ACTIVE,1,黑色,米,2.0,博凯,./data/images/module_images/BK/03.05.01_front.png,,,,
03.05.02,110mm,2#射出勾透明,VELCRO,射出勾魔术贴（刺面）,ACTIVE,1,透明,米,2.3,博凯,./data/images/module_images/BK/03.05.02_front.png,,,,
03.05.03,110mm,2#射出勾灰色,VELCRO,射出勾魔术贴（刺面）,ACTIVE,1,灰色,米,4.6,博凯,./data/images/module_images/BK/03.05.03_front.png,,,,
03.06.01,110mm,2#射出勾背10s热熔胶黑色,VELCRO,"背热熔胶魔术贴
（刺面+热熔胶）",ACTIVE,1,黑色,米,6.6,博凯,./data/images/module_images/BK/03.06.01_front.png,,,,
03.06.02,110mm,2#射出勾背10s热熔胶肤色,VELCRO,"背热熔胶魔术贴
（刺面+热熔胶）",ACTIVE,1,肤色,米,7.8,博凯,./data/images/module_images/BK/03.06.02_front.png,,,,
03.06.03,110mm,2#射出勾背10s热熔胶透明色,VELCRO,"背热熔胶魔术贴
（刺面+热熔胶）",ACTIVE,1,透明,米,6.8,博凯,./data/images/module_images/BK/03.06.03_front.png,,,,
03.07.01,,细软勾复牛巴革黑色,VELCRO,背布魔术贴,ACTIVE,1,黑色,米,9.5,博凯,./data/images/module_images/BK/03.07.01_front.png,,,,
03.07.02,,细软勾复牛巴革灰色,VELCRO,背布魔术贴,ACTIVE,1,灰色,米,10.5,博凯,./data/images/module_images/BK/03.07.02_front.png,,,,
03.07.03,,2#射出勾背粘扣布黑色,VELCRO,背布魔术贴,ACTIVE,1,黑色,米,9.5,博凯,./data/images/module_images/BK/03.07.03_front.png,,,,
03.07.04,,2#透明射出勾背肤色粘扣布,VELCRO,背布魔术贴,ACTIVE,1,肤色,米,9.5,博凯,./data/images/module_images/BK/03.07.04_front.png,,,,
03.07.05,,2#射出勾复牛巴革黑色,VELCRO,背布魔术贴,ACTIVE,1,黑色,米,9.0,博凯,./data/images/module_images/BK/03.07.05_front.png,,,,
03.07.06,,2#射出勾复牛巴革灰色,VELCRO,背布魔术贴,ACTIVE,1,灰色,米,10.0,博凯,./data/images/module_images/BK/03.07.06_front.png,,,,
03.07.07,,2#透明射出勾背浅灰色粘扣布H2,VELCRO,背布魔术贴,ACTIVE,1,,米,9.5,博凯,,,,,
03.08.01,50MM,毛面粘扣带黑色,VELCRO,毛面魔术贴,ACTIVE,1,黑色,米,1.0,博凯,./data/images/module_images/BK/03.08.01_front.png,,,,
03.08.02,50MM,毛面粘扣带灰色,VELCRO,毛面魔术贴,ACTIVE,1,灰色,米,1.1,博凯,./data/images/module_images/BK/03.08.02_front.png,,,,
03.09.01,,20sTPU热熔胶膜,VELCRO,热熔胶膜类,ACTIVE,1,,米,18.0,博凯,./data/images/module_images/BK/03.09.01_front.jpg,,,,
02.20.01,20MM,2cm松紧带灰色黑色单条纹,WEBBING,松紧带,ACTIVE,1,灰黑色,米,0.85,博凯,./data/images/module_images/BK/02.20.01_front.png,,,,
02.20.02,50MM,5CM鱼丝松紧带黑色,WEBBING,松紧带,ACTIVE,1,黑色,米,1.5,博凯,./data/images/module_images/BK/02.20.02_front.png,,,,
02.20.03,50MM,5CM鱼丝松紧带灰色,WEBBING,松紧带,ACTIVE,1,灰色,米,1.6,博凯,./data/images/module_images/BK/02.20.03_front.png,,,,
02.20.04,50MM,5CM轻薄款鱼丝松紧带黑色,WEBBING,松紧带,ACTIVE,1,黑色,米,1.0,博凯,./data/images/module_images/BK/02.20.04_front.png,,,,
02.20.05,50MM,5CM轻薄款鱼丝松紧带白色,WEBBING,松紧带,ACTIVE,1,白色,米,1.0,博凯,./data/images/module_images/BK/02.20.05_front.png,,,,
02.20.06,50MM,5cm松紧带黑色,WEBBING,松紧带,ACTIVE,1,黑色,米,1.5,博凯,./data/images/module_images/BK/02.20.06_front.png,,,,
02.20.07,50MM,5cm乳胶网眼松紧带黑色,WEBBING,松紧带,ACTIVE,1,黑色,米,0.75,博凯,./data/images/module_images/BK/02.20.07_front.png,,,,
02.20.08,50MM,5cm乳胶网眼松紧带灰色,WEBBING,松紧带,ACTIVE,1,灰色,米,0.75,博凯,./data/images/module_images/BK/02.20.08_front.png,,,,
02.20.09,80MM,8cm鱼丝带漂白色,WEBBING,松紧带,ACTIVE,1,白色,米,2.0,博凯,./data/images/module_images/BK/02.20.09_front.png,,,,
02.20.12,40MM,4cm压花松紧带黑色,WEBBING,松紧带,ACTIVE,1,黑色,米,4.2,博凯,./data/images/module_images/BK/02.20.12_front.jpg,,,,
02.20.13,50MM,5cm富士山印花松紧带蓝白色,WEBBING,松紧带,ACTIVE,1,蓝色,米,3.0,博凯,./data/images/module_images/BK/02.20.13_front.jpg,,,,
02.21.01,20MM,2cm刚性带人字黑色,WEBBING,刚性带,ACTIVE,1,黑色,米,0.4,博凯,./data/images/module_images/BK/02.21.01_front.png,,,,
02.21.02,20MM,2cm刚性带人字灰色,WEBBING,刚性带,ACTIVE,1,灰色,米,0.4,博凯,./data/images/module_images/BK/02.21.02_front.png,,,,
02.21.03,25MM,2.5cm平纹刚性带灰色,WEBBING,刚性带,ACTIVE,1,灰色,米,0.45,博凯,./data/images/module_images/BK/02.21.03_front.png,,,,
02.21.04,25MM,2.5cm横条刚性带黑色,WEBBING,刚性带,ACTIVE,1,黑色,米,0.4,博凯,./data/images/module_images/BK/02.21.04_front.png,,,,
02.21.05,30MM,3CM防滑刚性带漂白色,WEBBING,刚性带,ACTIVE,1,白色,米,0.7,博凯,./data/images/module_images/BK/02.21.05_front.png,,,,
02.21.06,32MM,32mm双人字带白色,WEBBING,刚性带,ACTIVE,1,白色,米,0.6,博凯,./data/images/module_images/BK/02.21.06_front.png,,,,
02.21.07,10MM,1cm刚性带黑色,WEBBING,刚性带,ACTIVE,1,黑色,米,2.0,博凯,./data/images/module_images/BK/02.21.07_front.jpg,,,,
03.01.01,12*170mm,PP支撑条,PAD,塑料支撑类,ACTIVE,1,,元/条,0.18,博凯,./data/images/module_images/BK/03.01.01_front.png,,,,
03.01.02,160*30mm,S型支撑板,PAD,塑料支撑类,ACTIVE,1,,元/条,0.35,博凯,./data/images/module_images/BK/03.01.02_front.png,,,,
"03.01.03【左】
03.01.04【右】",50mm*145mm,"护踝支撑板左
护踝支撑板右",PAD,塑料支撑类,ACTIVE,1,透明,元/条,0.6,博凯,,,,,
"03.01.05【左】
03.01.06【右】",50mm*145mm,"护踝支撑板左
护踝支撑板右",PAD,塑料支撑类,ACTIVE,1,乳白色,元/条,0.85,博凯,,,,,
03.01.07【左】,,护踝支撑块黑色左,PAD,塑料支撑类,ACTIVE,1,黑色,片,1.0,博凯,,,,,
03.01.08【右】,,护踝支撑块黑色右,PAD,塑料支撑类,ACTIVE,1,黑色,片,1.0,博凯,,,,,
03.01.09【左】,,护踝支撑块灰色左,PAD,塑料支撑类,ACTIVE,1,灰色,片,1.0,博凯,,,,,
03.01.10【右】,,护踝支撑块灰色右,PAD,塑料支撑类,ACTIVE,1,灰色,片,1.0,博凯,,,,,
03.01.11,,1mm厚度尼龙片黑色,PAD,塑料支撑类,ACTIVE,1,,套,0.2,博凯,./data/images/module_images/BK/03.01.11_front.png,,,,
03.01.12,,旋钮扣黑色（旋钮、边扣、线）,PAD,塑料支撑类,ACTIVE,1,,套,4.0,博凯,./data/images/module_images/BK/03.01.12_front.png,,,,
03.01.13,,旋钮扣白色（旋钮、边扣、线）,PAD,塑料支撑类,ACTIVE,1,,套,4.0,博凯,./data/images/module_images/BK/03.01.13_front.png,,,,
03.01.15,6mm*2mm,6mm*2mm厚度*28mm长度pp条,PAD,塑料支撑类,ACTIVE,1,,元/条,0.1,博凯,,,,,
03.02.01,,1.5*28*168护腕铝支撑条,PAD,金属支撑类,ACTIVE,1,,片,1.8,博凯,./data/images/module_images/BK/03.02.01_front.png,,,,
03.02.02,,0.5*12*125喷塑支撑条,PAD,金属支撑类,ACTIVE,1,,片,0.5,博凯,./data/images/module_images/BK/03.02.02_front.png,,,,
03.02.03,,1.2*9.5*140护腕支撑条,PAD,金属支撑类,ACTIVE,1,,片,0.6,博凯,./data/images/module_images/BK/03.02.03_front.png,,,,
03.02.04,,0.9*19*158Z弧形钢条,PAD,金属支撑类,ACTIVE,1,,片,0.5,博凯,./data/images/module_images/BK/03.02.04_front.png,,,,
03.02.05,,10*140mm鱼鳞骨弹簧,PAD,金属支撑类,ACTIVE,1,,元/条,0.25,博凯,./data/images/module_images/BK/03.02.05_front.png,,,,
03.03.01,,护踝TPE缓冲垫左,PAD,TPE、硅胶等缓冲垫,ACTIVE,1,,片,0.3,博凯,./data/images/module_images/BK/03.03.01_front.png,,,,
03.03.02,,护踝TPE缓冲垫右,PAD,TPE、硅胶等缓冲垫,ACTIVE,1,,片,0.3,博凯,./data/images/module_images/BK/03.03.02_front.png,,,,
03.03.03,,髌骨带硅胶缓冲垫左,PAD,TPE、硅胶等缓冲垫,ACTIVE,1,,片,2.0,博凯,./data/images/module_images/BK/03.03.03_front.png,,,,
03.03.04,,髌骨带硅胶缓冲垫右,PAD,TPE、硅胶等缓冲垫,ACTIVE,1,,片,2.0,博凯,./data/images/module_images/BK/03.03.04_front.png,,,,
03.03.05,,5mm白色乳胶垫,PAD,TPE、硅胶等缓冲垫,ACTIVE,1,,米,26.0,博凯,./data/images/module_images/BK/03.03.05_front.png,,,,
03.03.06,,tpe骨头形缓冲垫,PAD,TPE、硅胶等缓冲垫,ACTIVE,1,,片,0.6,博凯,./data/images/module_images/BK/03.03.06_front.png,,,,
03.03.07,,足底缓冲垫,PAD,TPE、硅胶等缓冲垫,ACTIVE,1,,片,1.5,博凯,./data/images/module_images/BK/03.03.07_front.jpg,,,,
03.04.01,,PE60克棉絮片,PAD,填充棉,ACTIVE,1,,,1.0,博凯,./data/images/module_images/BK/03.04.01_front.png,,,,
